id,name,name,Finish,added_by,user_id,category_id,brand_id,photos,thumbnail_img,color_img,video_provider,video_link,tags,description,unit_price,purchase_price,variant_product,attributes,choice_options,colors,variations,todays_deal,published,approved,stock_visibility_state,cash_on_delivery,featured,seller_featured,current_stock,unit,weight,min_qty,low_stock_quantity,discount,discount_type,discount_start_date,discount_end_date,tax,tax_type,shipping_type,shipping_cost,is_quantity_multiplied,est_shipping_days,num_of_sale,meta_title,meta_description,meta_img,pdf,slug,rating,barcode,digital,auction_product,file_name,file_path,external_link,external_link_btn,wholesale_product,created_at,updated_at
541,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-31),GOLDEN GATE,2,admin,9,36,NULL,850,849,NULL,NULL,NULL,NULL,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-31),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-31),SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-31),NULL,NULL,swan-neck-with-spout-7032-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
542,BATH SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,GOLDEN GATE,2,admin,9,36,NULL,844,843,NULL,NULL,NULL,NULL,BATH SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BATH SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,BATH SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,NULL,NULL,swan-neck-with-bend-7031-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
543,BATH SPOUT PLAIN,GOLDEN GATE,2,admin,9,36,NULL,842,841,NULL,NULL,NULL,NULL,BATH SPOUT PLAIN,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BATH SPOUT PLAIN,BATH SPOUT PLAIN,NULL,NULL,swan-neck-pillar-cock-with-swinging-spout-7030-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
544,SINGLE LEVER BASIN MIXER LONG (WITH 600mm LONG BRAIDED HOSE),GOLDEN GATE,2,admin,9,36,NULL,840,839,NULL,NULL,NULL,NULL,SINGLE LEVER BASIN MIXER LONG (WITH 600mm LONG BRAIDED HOSE),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER BASIN MIXER LONG (WITH 600mm LONG BRAIDED HOSE),SINGLE LEVER BASIN MIXER LONG (WITH 600mm LONG BRAIDED HOSE),NULL,NULL,swan-neck-pillar-cock-with-swinging-spout-7029-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
545,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,GOLDEN GATE,2,admin,9,36,NULL,838,837,NULL,NULL,NULL,NULL,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,NULL,NULL,spout-with-telephonic-shower-arrangement-7028-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
546,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",UNIVERSAL,1,admin,9,40,NULL,826,825,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37","CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",NULL,NULL,spout-with-telephonic-shower-arrangement-7027-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
547,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,UNIVERSAL,1,admin,9,40,NULL,824,823,NULL,NULL,NULL,NULL,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,NULL,NULL,spout-with-telephonic-shower-arrangement-7026-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
548,ANGLE VALVE TWO WAY WITH FLANGE,UNIVERSAL,1,admin,9,40,NULL,820,819,NULL,NULL,NULL,NULL,ANGLE VALVE TWO WAY WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE VALVE TWO WAY WITH FLANGE,ANGLE VALVE TWO WAY WITH FLANGE,NULL,NULL,spout-with-telephonic-arrangement-7025-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
549,ANGLE VALVE WITH FLANGE,UNIVERSAL,1,admin,9,40,NULL,818,817,NULL,NULL,NULL,NULL,ANGLE VALVE WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE VALVE WITH FLANGE,ANGLE VALVE WITH FLANGE,NULL,NULL,spout-with-telephonic-arrangement-7024-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
550,BIB COCK WITH FLANGE,UNIVERSAL,1,admin,9,40,NULL,816,815,NULL,NULL,NULL,NULL,BIB COCK WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK WITH FLANGE,BIB COCK WITH FLANGE,NULL,NULL,spout-with-telephonic-arrangement-7023-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
551,TWO WAY BIB COCK WITH FLANGE,UNIVERSAL,1,admin,9,40,NULL,832,831,NULL,NULL,NULL,NULL,TWO WAY BIB COCK WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,TWO WAY BIB COCK WITH FLANGE,TWO WAY BIB COCK WITH FLANGE,NULL,NULL,spout-with-telephonic-arrangement-7022-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
552,BIB COCK LONG BODY WITH FLANGE,UNIVERSAL,1,admin,9,40,NULL,812,811,NULL,NULL,NULL,NULL,BIB COCK LONG BODY WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK LONG BODY WITH FLANGE,BIB COCK LONG BODY WITH FLANGE,NULL,NULL,spout-with-telephonic-arrangement-7021-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
553,SINGLE LEVER WALL MIXER WITH TELEPHONIC SHOWER ARR.,UNIVERSAL,1,admin,9,40,NULL,822,821,NULL,NULL,NULL,NULL,SINGLE LEVER WALL MIXER WITH TELEPHONIC SHOWER ARR.,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER WALL MIXER WITH TELEPHONIC SHOWER ARR.,SINGLE LEVER WALL MIXER WITH TELEPHONIC SHOWER ARR.,NULL,NULL,spout-plain-7020-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
554,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,UNIVERSAL,1,admin,9,40,NULL,836,835,NULL,NULL,NULL,NULL,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,NULL,NULL,spout-plain-7019-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
555,SINGLE LEVER FLOOR MOUNTED SINK MIXER WITH LONG SPOUT,UNIVERSAL,1,admin,9,40,NULL,814,813,NULL,NULL,NULL,NULL,SINGLE LEVER FLOOR MOUNTED SINK MIXER WITH LONG SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER FLOOR MOUNTED SINK MIXER WITH LONG SPOUT,SINGLE LEVER FLOOR MOUNTED SINK MIXER WITH LONG SPOUT,NULL,NULL,spout-plain-7018-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
556,SINGLE LEVER SINK MIXER WALL MOUNTED ,UNIVERSAL,1,admin,9,40,NULL,834,833,NULL,NULL,NULL,NULL,SINGLE LEVER SINK MIXER WALL MOUNTED ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER SINK MIXER WALL MOUNTED ,SINGLE LEVER SINK MIXER WALL MOUNTED ,NULL,NULL,spout-plain-7017-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
557,SINGLE LEVER SINK MIXER WITH REVOLVING SPOUT (FLOOR MOUNTED),UNIVERSAL,1,admin,9,40,NULL,828,827,NULL,NULL,NULL,NULL,SINGLE LEVER SINK MIXER WITH REVOLVING SPOUT (FLOOR MOUNTED),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER SINK MIXER WITH REVOLVING SPOUT (FLOOR MOUNTED),SINGLE LEVER SINK MIXER WITH REVOLVING SPOUT (FLOOR MOUNTED),NULL,NULL,spout-plain-7016-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
558,SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,UNIVERSAL,1,admin,9,40,NULL,810,809,NULL,NULL,NULL,NULL,SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,SPOUT WITH TELEPHONIC SHOWER ARRANGEMENT,NULL,NULL,spout-plain-7015-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
559,SPOUT PLAIN,UNIVERSAL,1,admin,9,40,NULL,808,807,NULL,NULL,NULL,NULL,SPOUT PLAIN,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SPOUT PLAIN,SPOUT PLAIN,NULL,NULL,spout-plain-7014-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
560,SINGLE LEVER 3-INLET EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE & BUTTON ONLY (SUITABLE FOR ITEM AL-33),UNIVERSAL,1,admin,9,40,NULL,802,801,NULL,NULL,NULL,NULL,SINGLE LEVER 3-INLET EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE & BUTTON ONLY (SUITABLE FOR ITEM AL-33),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER 3-INLET EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE & BUTTON ONLY (SUITABLE FOR ITEM AL-33),SINGLE LEVER 3-INLET EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE & BUTTON ONLY (SUITABLE FOR ITEM AL-33),NULL,NULL,spout-plain-7013-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
561,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),UNIVERSAL,1,admin,9,40,NULL,800,799,NULL,NULL,NULL,NULL,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),NULL,NULL,sink-mixer-with-swinging-spout-7012-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
562,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-30),UNIVERSAL,1,admin,9,40,NULL,798,797,NULL,NULL,NULL,NULL,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-30),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-30),SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-30),NULL,NULL,sink-mixer-with-swinging-spout-7011-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
563,SINGLE LEVER BASIN MIXER WALL MOUNTED EXPOSED PART KIT (SUITABLE FOR ITEM AL-34),UNIVERSAL,1,admin,9,40,NULL,830,829,NULL,NULL,NULL,NULL,SINGLE LEVER BASIN MIXER WALL MOUNTED EXPOSED PART KIT (SUITABLE FOR ITEM AL-34),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER BASIN MIXER WALL MOUNTED EXPOSED PART KIT (SUITABLE FOR ITEM AL-34),SINGLE LEVER BASIN MIXER WALL MOUNTED EXPOSED PART KIT (SUITABLE FOR ITEM AL-34),NULL,NULL,sink-mixer-with-swinging-spout-7010-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
564,PILLAR COCK WITH 200 mm EXTENSION  ,UNIVERSAL,1,admin,9,40,NULL,806,805,NULL,NULL,NULL,NULL,PILLAR COCK WITH 200 mm EXTENSION  ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,PILLAR COCK WITH 200 mm EXTENSION  ,PILLAR COCK WITH 200 mm EXTENSION  ,NULL,NULL,sink-mixer-with-swinging-spout-7009-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
565,PILLAR COCK,UNIVERSAL,1,admin,9,40,NULL,804,803,NULL,NULL,NULL,NULL,PILLAR COCK,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,PILLAR COCK,PILLAR COCK,NULL,NULL,sink-mixer-with-swinging-spout-7008-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
566,SINGLE LEVER BASIN MIXER LONG ( With 450mm LONG BRAIDED HOSE),UNIVERSAL,1,admin,9,40,NULL,796,795,NULL,NULL,NULL,NULL,SINGLE LEVER BASIN MIXER LONG ( With 450mm LONG BRAIDED HOSE),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER BASIN MIXER LONG ( With 450mm LONG BRAIDED HOSE),SINGLE LEVER BASIN MIXER LONG ( With 450mm LONG BRAIDED HOSE),NULL,NULL,sink-mixer-with-swinging-spout-7007-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
567,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,UNIVERSAL,1,admin,9,40,NULL,794,793,NULL,NULL,NULL,NULL,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,SINGLE LEVER BASIN MIXER WITH 450mm LONG BRAIDED HOSES,NULL,NULL,sink-mixer-with-revolving-spout-7006-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
568,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",LIRA,1,admin,9,32,NULL,784,783,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37","CONCEALED STOP COCK FACE (KNOB, CAP, SLEEVE) FOR AL-37",NULL,NULL,sink-mixer-7005-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
569,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,LIRA,1,admin,9,32,NULL,782,781,NULL,NULL,NULL,NULL,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,CONCEALED STOP COCK LONG NECK WITH ADJ. CAP,NULL,NULL,sink-mixer-7004-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
570,ANGLE VALVE TWO WAY,LIRA,1,admin,9,32,NULL,780,779,NULL,NULL,NULL,NULL,ANGLE VALVE TWO WAY,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE VALVE TWO WAY,ANGLE VALVE TWO WAY,NULL,NULL,sink-cock-with-swinging-spout-with-flnage--7003-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
571,ANGLE VALVE WITH FLANGE,LIRA,1,admin,9,32,NULL,778,777,NULL,NULL,NULL,NULL,ANGLE VALVE WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE VALVE WITH FLANGE,ANGLE VALVE WITH FLANGE,NULL,NULL,sink-cock-with-swinging-spout-with-flange-7002-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
572,TWO WAY BIB COCK WITH FLANGE,LIRA,1,admin,9,32,NULL,786,785,NULL,NULL,NULL,NULL,TWO WAY BIB COCK WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,TWO WAY BIB COCK WITH FLANGE,TWO WAY BIB COCK WITH FLANGE,NULL,NULL,sink-cock-with-swinging-spout-7001-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
573,BIB COCK WITH FLANGE,LIRA,1,admin,9,32,NULL,776,775,NULL,NULL,NULL,NULL,BIB COCK WITH FLANGE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK WITH FLANGE,BIB COCK WITH FLANGE,NULL,NULL,sink-cock-with-swinging-spout-7000-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
574,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,LIRA,1,admin,9,32,NULL,792,791,NULL,NULL,NULL,NULL,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,SINGLE LEVER WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,NULL,NULL,sink-cock-with-swinging-spout-6999-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
575,SINGLE LEVER SINK MIXER WALL MOUNTED ,LIRA,1,admin,9,32,NULL,788,787,NULL,NULL,NULL,NULL,SINGLE LEVER SINK MIXER WALL MOUNTED ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER SINK MIXER WALL MOUNTED ,SINGLE LEVER SINK MIXER WALL MOUNTED ,NULL,NULL,sink-cock-with-swinging-spout-6998-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
576,SPOUT WITH TELEPHONIC ARRANGEMENT,LIRA,1,admin,9,32,NULL,774,773,NULL,NULL,NULL,NULL,SPOUT WITH TELEPHONIC ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SPOUT WITH TELEPHONIC ARRANGEMENT,SPOUT WITH TELEPHONIC ARRANGEMENT,NULL,NULL,sink-cock-with-swinging-spout-6997-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
577,SPOUT PLAIN,LIRA,1,admin,9,32,NULL,772,771,NULL,NULL,NULL,NULL,SPOUT PLAIN,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SPOUT PLAIN,SPOUT PLAIN,NULL,NULL,sink-cock-with-swinging-spout-6996-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
578,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),LIRA,1,admin,9,32,NULL,768,767,NULL,NULL,NULL,NULL,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),SINGLE LEVER EXPOSED PART KIT CONSISTING OF OPERATING LEVER WALL FLANGE (WITH SEALS) & BUTTON ONLY (SUITABLE FOR ITEM AL-32),NULL,NULL,sink-cock-with-revolving-spout-with-flange-6995-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
